Fecha,Genero,comment,porcentaje,tipo_sentimiento
2024-10-08,Mujer,"I have witnessed very sad situations, but also great displays of humanity.",0.07500000000000001,Neutral
2024-06-23,Hombre,"The coyotes have scared me a lot, but I keep going with faith that I will arrive safely.",0.5,Positivo
2024-06-08,Mujer,The migrants I met have told me heartbreaking stories about their passage through Mexico.,0.0,Neutral
2024-09-25,Hombre,"My journey has been full of obstacles, but also of people who offer their help selflessly.",0.15,Neutral
2024-10-16,Mujer,"Sometimes it is difficult to find a place to sleep, but some shelters have been a true relief.",-0.07500000000000001,Neutral
2024-05-09,Hombre,"The fear of being detained is always present, but the hope for a better future keeps me strong.",0.23333333333333334,Neutral
2024-07-02,Mujer,The solidarity of some Mexicans has been unexpected and very comforting on this journey.,0.15000000000000002,Neutral
2024-01-20,Hombre,"The days pass slowly and full of challenges, but hope never dies.",0.024999999999999967,Neutral
2024-08-15,Hombre,"Despite everything, I still believe that I will be able to cross Mexico and find a new life.",0.21212121212121213,Neutral
2024-12-07,Mujer,"I have been robbed on the way, but I have not lost the hope of moving forward.",0.0,Neutral
2024-08-21,Mujer,"The problems we migrants face in Mexico are enormous, but we continue with faith.",0.0,Neutral
